0	15	0.133478	16
0	18	0.0864496	19
0	19	0.162744	20
0	27	0.073449	28
0	40	0.0427111	41
0	51	0.164192	52
0	56	0.267802	57
0	57	0.257205	58
0	77	0.121542	78
0	80	0.195122	81
0	96	0.00456856	97
0	99	0.27628	100
0	103	0.294138	104
0	116	0.095673	117
0	139	0.19975	140
0	166	0.264927	167
0	168	0.132207	169
0	169	0.282981	170
0	172	0.00655537	173
0	178	0.00203903	179
0	181	0.191676	182
0	182	0.227524	183
0	188	0.183822	189
0	192	0.000721604	193
0	196	0.24402	197
0	197	0.018437	198
0	205	0.174415	206
0	206	0.282737	207
0	221	0.0124915	222
0	223	0.130492	224
0	271	0.167524	272
0	274	0.126062	275
0	284	0.235066	285
0	289	0.0750659	290
0	294	0.223184	295
0	297	0.260601	298
0	299	0.0909785	300
0	311	0.275457	312
0	327	0.236439	328
0	332	0.12427	333
0	333	0.0719225	334
0	340	0.250686	341
0	354	0.0912184	355
0	363	0.292233	364
0	372	0.118803	373
0	382	0.118813	383
0	408	0.0584644	409
0	415	0.252655	416
0	436	0.0594795	437
0	443	0.124028	444
0	462	0.0546776	463
0	465	0.180439	466
0	467	0.212483	468
0	468	0.253621	469
0	485	0.00728044	486
0	486	0.0656857	487
0	494	0.251421	495
0	511	0.0286782	512
0	522	0.139414	523
0	524	0.24056	525
0	530	0.0378659	531
0	535	0.060691	536
0	536	0.0662612	537
0	540	0.0301267	541
0	560	0.148304	561
0	564	0.117004	565
0	566	0.115856	567
0	576	0.0917066	577
0	581	0.272013	582
0	584	0.240877	585
0	590	0.0853469	591
0	596	0.06567	597
0	604	0.24008	605
0	610	0.258249	611
0	670	0.170332	671
0	685	0.150224	686
0	693	0.284035	694
0	716	0.0423433	717
0	727	0.0897988	728
0	729	0.0025097	730
0	734	0.0740699	735
0	760	0.107964	761
0	769	0.0368996	770
0	795	0.103941	796
0	801	0.289339	802
0	804	0.0700253	805
0	821	0.210216	822
0	823	0.159413	824
0	828	0.0769829	829
0	844	0.0531814	845
0	855	0.0556838	856
0	878	0.243751	879
0	883	0.152371	884
0	893	0.23825	894
0	902	0.256666	903
0	905	0.200055	906
0	906	0.130985	907
0	949	0.153884	950
0	992	0.0950636	993
0	998	0.278107	999
0	1005	0.144917	1006
0	1026	0.0932043	1027
0	1030	0.115062	1031
0	1032	0.234389	1033
0	1039	0.062386	1040
0	1043	0.0443875	1044
0	1051	0.228607	1052
0	1078	0.0264742	1079
0	1079	0.149182	1080
0	1082	0.295063	1083
0	1097	0.0609243	1098
0	1108	0.217489	1109
0	1113	0.246087	1114
0	1115	0.123211	1116
0	1124	0.0555127	1125
0	1128	0.222492	1129
0	1133	0.013288	1134
0	1143	0.16625	1144
0	1144	0.111922	1145
0	1145	0.140813	1146
0	1146	0.26302	1147
0	1149	0.234339	1150
0	1151	0.119114	1152
