49	0	2.59805	49001
49	1	1.13965	49002
49	2	2.68124	49003
49	3	1.22283	49004
49	4	2.76443	49005
49	5	1.30602	49006
49	6	2.84761	49007
49	7	1.38921	49008
49	8	2.9308	49009
49	9	1.47239	49010
49	10	0.013984	49011
49	11	1.55558	49012
49	12	0.09717	49013
49	13	1.63876	49014
49	14	0.180356	49015
49	15	1.72195	49016
49	16	0.263542	49017
49	17	1.80514	49018
49	18	0.346728	49019
49	19	1.88832	49020
49	20	0.429914	49021
49	21	1.97151	49022
49	22	0.5131	49023
49	23	2.05469	49024
49	24	0.596286	49025
49	25	2.13788	49026
49	26	0.679472	49027
49	27	2.22106	49028
49	28	0.762658	49029
49	29	2.30425	49030
49	30	0.845844	49031
49	31	2.38744	49032
49	32	0.92903	49033
49	33	2.47062	49034
49	34	1.01222	49035
49	35	2.55381	49036
49	36	1.0954	49037
49	37	2.63699	49038
49	38	1.17859	49039
49	39	2.72018	49040
49	40	1.26177	49041
49	41	2.80337	49042
49	42	1.34496	49043
49	43	2.88655	49044
49	44	1.42815	49045
49	45	2.96974	49046
49	46	1.51133	49047
49	47	0.0529246	49048
49	48	1.59452	49049
49	49	0.136111	49050
49	50	1.6777	49051
49	51	0.219297	49052
49	52	1.76089	49053
49	53	0.302483	49054
49	54	1.84408	49055
49	55	0.385669	49056
49	56	1.92726	49057
49	57	0.468854	49058
49	58	2.01045	49059
49	59	0.55204	49060
49	60	2.09363	49061
49	61	0.635226	49062
49	62	2.17682	49063
49	63	0.718412	49064
49	64	2.26001	49065
49	65	0.801598	49066
49	66	2.34319	49067
49	67	0.884784	49068
49	68	2.42638	49069
49	69	0.96797	49070
49	70	2.50956	49071
49	71	1.05116	49072
49	72	2.59275	49073
49	73	1.13434	49074
49	74	2.67594	49075
49	75	1.21753	49076
49	76	2.75912	49077
49	77	1.30071	49078
49	78	2.84231	49079
49	79	1.3839	49080
49	80	2.92549	49081
49	81	1.46709	49082
49	82	0.00867921	49083
49	83	1.55027	49084
49	84	0.0918652	49085
49	85	1.63346	49086
49	86	0.175051	49087
49	87	1.71664	49088
49	88	0.258237	49089
49	89	1.79983	49090
49	90	0.341423	49091
49	91	1.88302	49092
49	92	0.424609	49093
49	93	1.9662	49094
49	94	0.507795	49095
49	95	2.04939	49096
49	96	0.590981	49097
49	97	2.13257	49098
49	98	0.674167	49099
49	99	2.21576	49100
49	100	0.757353	49101
49	101	2.29895	49102
49	102	0.840539	49103
49	103	2.38213	49104
49	104	0.923725	49105
49	105	2.46532	49106
49	106	1.00691	49107
49	107	2.5485	49108
49	108	1.0901	49109
49	109	2.63169	49110
49	110	1.17328	49111
49	111	2.71488	49112
49	112	1.25647	49113
49	113	2.79806	49114
49	114	1.33965	49115
49	115	2.88125	49116
49	116	1.42284	49117
49	117	2.96443	49118
49	118	1.50603	49119
49	119	0.0476198	49120
49	120	1.58921	49121
49	121	0.130806	49122
49	122	1.6724	49123
49	123	0.213992	49124
49	124	1.75558	49125
49	125	0.297178	49126
49	126	1.83877	49127
49	127	0.380364	49128
49	128	1.92196	49129
49	129	0.46355	49130
49	130	2.00514	49131
49	131	0.546736	49132
49	132	2.08833	49133
49	133	0.629922	49134
49	134	2.17151	49135
49	135	0.713108	49136
49	136	2.2547	49137
49	137	0.796294	49138
49	138	2.33789	49139
49	139	0.87948	49140
49	140	2.42107	49141
49	141	0.962666	49142
49	142	2.50426	49143
49	143	1.04585	49144
49	144	2.58744	49145
49	145	1.12904	49146
49	146	2.67063	49147
49	147	1.21222	49148
49	148	2.75382	49149
49	149	1.29541	49150
49	150	2.837	49151
49	151	1.3786	49152
49	152	2.92019	49153
49	153	1.46178	49154
49	154	0.0033744	49155
49	155	1.54497	49156
49	156	0.0865604	49157
49	157	1.62815	49158
49	158	0.169746	49159
49	159	1.71134	49160
49	160	0.252932	49161
49	161	1.79453	49162
49	162	0.336118	49163
49	163	1.87771	49164
49	164	0.419304	49165
49	165	1.9609	49166
49	166	0.50249	49167
49	167	2.04408	49168
49	168	0.585676	49169
49	169	2.12727	49170
49	170	0.668862	49171
49	171	2.21046	49172
49	172	0.752048	49173
49	173	2.29364	49174
49	174	0.835234	49175
49	175	2.37683	49176
49	176	0.91842	49177
49	177	2.46001	49178
49	178	1.00161	49179
49	179	2.5432	49180
49	180	1.08479	49181
49	181	2.62638	49182
49	182	1.16798	49183
49	183	2.70957	49184
49	184	1.25116	49185
49	185	2.79276	49186
49	186	1.33435	49187
49	187	2.87594	49188
49	188	1.41754	49189
49	189	2.95913	49190
49	190	1.50072	49191
49	191	0.042315	49192
49	192	1.58391	49193
49	193	0.125501	49194
49	194	1.66709	49195
49	195	0.208687	49196
49	196	1.75028	49197
49	197	0.291873	49198
49	198	1.83347	49199
49	199	0.375059	49200
49	200	1.91665	49201
49	201	0.458245	49202
49	202	1.99984	49203
49	203	0.541431	49204
49	204	2.08302	49205
49	205	0.624617	49206
49	206	2.16621	49207
49	207	0.707803	49208
